INDEX();cod_pais;cod_sucursal;desc_sucursal;cod_zona_cliente;cod_ruta_cliente;desc_marca (grupo);fecha_liquidacion;Clientes_Vta;total_clientes;% Cob ;Caja_Fisica;Caja_Unitaria;Venta_Neta;ticket;pedidos_concretados;frecuencia_compra
34,182;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;CIFRUT;3/1/2026;76;273;28%;147;46;640;12;52; 0.68 
34,183;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;CIFRUT;4/1/2026;112;285;39%;200;49;708;8;88; 0.79 
34,190;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;1/1/2025;10;225;4%;6;1;17;4;4; 0.40 
34,191;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;2/1/2025;7;232;3%;8;1;23;5;5; 0.71 
34,192;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;3/1/2025;15;235;6%;15;2;43;5;8; 0.53 
34,193;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;4/1/2025;9;232;4%;23;2;67;11;6; 0.67 
34,194;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;5/1/2025;3;237;1%;5;1;15;15;1; 0.33 
34,195;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;6/1/2025;1;241;0%;1;0;3;;; -   
34,196;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;12/1/2025;1;263;0%;2;0;6;;; -   
34,197;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;2/1/2026;5;267;2%;5;1;15;15;1; 0.20 
34,198;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;COOL TEA;3/1/2026;1;273;0%;2;0;6;6;1; 1.00 
34,211;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;1/1/2025;43;225;19%;69;2;118;4;30; 0.70 
34,212;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;2/1/2025;60;232;26%;71;2;132;4;32; 0.53 
34,213;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;3/1/2025;80;235;34%;104;1;134;2;55; 0.69 
34,214;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;4/1/2025;83;232;36%;131;3;210;4;60; 0.72 
34,215;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;5/1/2025;87;237;37%;167;4;290;5;63; 0.72 
34,216;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;6/1/2025;114;241;47%;157;3;233;3;90; 0.79 
34,217;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;7/1/2025;56;247;23%;82;3;164;4;41; 0.73 
34,218;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;8/1/2025;49;256;19%;72;3;148;4;39; 0.80 
34,219;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;9/1/2025;26;261;10%;54;2;114;6;19; 0.73 
34,220;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;10/1/2025;32;261;12%;47;2;107;4;27; 0.84 
34,221;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;11/1/2025;21;263;8%;34;2;77;8;10; 0.48 
34,222;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;12/1/2025;33;263;13%;39;2;86;3;25; 0.76 
34,223;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;1/1/2026;14;266;5%;24;1;67;10;7; 0.50 
34,224;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;2/1/2026;89;267;33%;97;3;167;3;64; 0.72 
34,225;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;3/1/2026;36;273;13%;54;2;105;4;24; 0.67 
34,226;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;D GUSSTO;4/1/2026;17;285;6%;23;1;48;10;5; 0.29 
34,227;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;6/1/2025;14;241;6%;6;1;55;6;9; 0.64 
34,228;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;7/1/2025;14;247;6%;6;1;61;12;5; 0.36 
34,229;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;8/1/2025;5;256;2%;3;1;26;26;1; 0.20 
34,230;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;9/1/2025;24;261;9%;24;2;93;8;12; 0.50 
34,231;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;10/1/2025;18;261;7%;37;2;113;13;9; 0.50 
34,232;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;11/1/2025;6;263;2%;8;1;37;9;4; 0.67 
34,233;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;12/1/2025;10;263;4%;8;1;35;9;4; 0.40 
34,234;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;1/1/2026;13;266;5%;12;1;56;8;7; 0.54 
34,235;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;2/1/2026;54;267;20%;67;6;275;10;27; 0.50 
34,236;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;3/1/2026;9;273;3%;18;2;83;21;4; 0.44 
34,237;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DEST;4/1/2026;7;285;2%;9;0;26;5;5; 0.71 
34,238;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;9/1/2025;33;261;13%;41;5;214;12;18; 0.55 
34,239;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;10/1/2025;24;261;9%;38;5;204;14;15; 0.63 
34,240;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;11/1/2025;22;263;8%;32;4;172;12;14; 0.64 
34,241;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;12/1/2025;24;263;9%;34;4;184;17;11; 0.46 
34,242;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;1/1/2026;13;266;5%;18;2;96;10;10; 0.77 
34,243;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;2/1/2026;15;267;6%;15;2;80;10;8; 0.53 
34,244;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;3/1/2026;8;273;3%;18;2;97;97;1; 0.13 
34,245;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;DILYTE;4/1/2026;2;285;1%;2;0;11;;; -   
34,258;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;1/1/2025;14;225;6%;19;2;44;4;11; 0.79 
34,259;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;2/1/2025;23;232;10%;29;3;67;6;12; 0.52 
34,260;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;3/1/2025;20;235;9%;33;4;76;5;15; 0.75 
34,261;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;4/1/2025;9;232;4%;16;2;37;9;4; 0.44 
34,262;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;5/1/2025;3;237;1%;4;0;9;;; -   
34,263;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;6/1/2025;3;241;1%;4;0;9;9;1; 0.33 
34,264;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;KR;7/1/2025;3;247;1%;4;0;9;9;1; 0.33 
34,277;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;1/1/2025;78;225;35%;169;15;417;6;69; 0.88 
34,278;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;2/1/2025;94;232;41%;184;15;439;5;89; 0.95 
34,279;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;3/1/2025;50;235;21%;92;7;204;6;35; 0.70 
34,280;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;4/1/2025;99;232;43%;157;11;281;4;79; 0.80 
34,281;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;5/1/2025;130;237;55%;259;20;543;5;104; 0.80 
34,282;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;6/1/2025;79;241;33%;241;19;553;9;65; 0.82 
34,283;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;7/1/2025;89;247;36%;190;15;416;5;81; 0.91 
34,284;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;8/1/2025;109;256;43%;238;19;542;5;114; 1.05 
34,285;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;9/1/2025;63;261;24%;166;14;389;7;56; 0.89 
34,286;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;10/1/2025;95;261;36%;245;19;544;6;84; 0.88 
34,287;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;11/1/2025;72;263;27%;141;12;335;5;72; 1.00 
34,288;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;12/1/2025;86;263;33%;130;11;312;4;79; 0.92 
34,289;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;1/1/2026;71;266;27%;120;10;278;4;75; 1.06 
34,290;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;2/1/2026;107;267;40%;185;15;424;4;95; 0.89 
34,291;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;3/1/2026;117;273;43%;182;15;427;7;64; 0.55 
34,292;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;PULP;4/1/2026;88;285;31%;123;10;286;5;54; 0.61 
34,305;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;1/1/2025;117;225;52%;602;123;2,739;19;144; 1.23 
34,306;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;2/1/2025;108;232;47%;537;110;2,427;19;129; 1.19 
34,307;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;3/1/2025;183;235;78%;630;127;2,825;13;220; 1.20 
34,308;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;4/1/2025;105;232;45%;534;111;2,481;23;106; 1.01 
34,309;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;5/1/2025;190;237;80%;704;144;2,980;15;203; 1.07 
34,310;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;6/1/2025;122;241;51%;671;134;2,959;20;148; 1.21 
34,311;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;7/1/2025;146;247;59%;752;161;3,645;21;174; 1.19 
34,312;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;8/1/2025;130;256;51%;691;134;3,038;19;164; 1.26 
34,313;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;9/1/2025;116;261;44%;631;136;3,060;23;133; 1.15 
34,314;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;10/1/2025;121;261;46%;716;144;3,223;23;142; 1.17 
34,315;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;11/1/2025;113;263;43%;459;97;2,168;16;135; 1.19 
34,316;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;12/1/2025;128;263;49%;627;130;2,964;16;191; 1.49 
34,317;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;1/1/2026;127;266;48%;536;110;2,487;15;165; 1.30 
34,318;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;2/1/2026;126;267;47%;650;134;2,978;18;161; 1.28 
34,319;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;3/1/2026;187;273;68%;493;106;2,350;13;186; 0.99 
34,320;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;SPORADE;4/1/2026;120;285;42%;536;112;2,492;29;87; 0.73 
34,321;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VIDA;5/1/2025;21;237;9%;14;6;61;10;6; 0.29 
34,322;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VIDA;6/1/2025;10;241;4%;11;5;49;8;6; 0.60 
34,323;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VIDA;7/1/2025;1;247;0%;2;1;9;;; -   
34,324;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VIDA;8/1/2025;2;256;1%;1;0;5;5;1; 0.50 
34,325;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VIDA;10/1/2025;2;261;1%;1;0;5;;; -   
34,326;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VIDA;11/1/2025;1;263;0%;1;0;5;;; -   
34,339;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;1/1/2025;67;225;30%;142;15;442;9;47; 0.70 
34,340;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;2/1/2025;70;232;30%;191;21;595;10;60; 0.86 
34,341;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;3/1/2025;62;235;26%;166;20;568;13;44; 0.71 
34,342;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;4/1/2025;59;232;25%;77;10;270;6;43; 0.73 
34,343;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;5/1/2025;60;237;25%;168;22;581;14;43; 0.72 
34,344;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;6/1/2025;87;241;36%;200;26;578;9;65; 0.75 
34,345;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;7/1/2025;52;247;21%;108;14;369;8;46; 0.88 
34,346;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;8/1/2025;95;256;37%;178;23;623;10;65; 0.68 
34,347;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;9/1/2025;60;261;23%;77;9;267;7;37; 0.62 
34,348;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;10/1/2025;49;261;19%;98;13;348;10;35; 0.71 
34,349;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;11/1/2025;50;263;19%;65;8;236;6;37; 0.74 
34,350;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;12/1/2025;57;263;22%;70;9;240;6;41; 0.72 
34,351;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;1/1/2026;61;266;23%;80;10;280;6;48; 0.79 
34,352;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;2/1/2026;74;267;28%;108;12;353;6;55; 0.74 
34,353;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;3/1/2026;110;273;40%;191;17;583;6;90; 0.82 
34,354;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT;4/1/2026;53;285;19%;100;10;315;9;34; 0.64 
34,355;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;9/1/2025;4;261;2%;3;1;14;14;1; 0.25 
34,356;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;10/1/2025;5;261;2%;6;1;27;27;1; 0.20 
34,357;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;11/1/2025;3;263;1%;4;1;14;14;1; 0.33 
34,358;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;12/1/2025;12;263;5%;18;3;52;10;5; 0.42 
34,359;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;1/1/2026;8;266;3%;10;1;35;7;5; 0.63 
34,360;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;2/1/2026;9;267;3%;14;2;49;12;4; 0.44 
34,361;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;3/1/2026;5;273;2%;9;1;31;10;3; 0.60 
34,362;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1110;VOLT GO;4/1/2026;5;285;2%;5;1;18;4;4; 0.80 
34,375;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;1/1/2025;109;209;52%;361;149;1,878;14;138; 1.27 
34,376;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;2/1/2025;120;214;56%;446;215;2,495;17;144; 1.20 
34,377;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;3/1/2025;125;222;56%;424;171;2,196;15;149; 1.19 
34,378;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;4/1/2025;131;216;61%;532;241;2,932;19;154; 1.18 
34,379;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;5/1/2025;132;219;60%;360;158;1,947;11;170; 1.29 
34,380;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;6/1/2025;123;222;55%;502;238;2,811;19;146; 1.19 
34,381;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;7/1/2025;140;227;62%;679;307;3,638;22;165; 1.18 
34,382;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;8/1/2025;113;242;47%;638;304;3,440;26;134; 1.19 
34,383;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;9/1/2025;93;247;38%;754;361;4,156;39;106; 1.14 
34,384;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;10/1/2025;122;247;49%;1,039;582;6,162;49;125; 1.02 
34,385;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;11/1/2025;101;248;41%;384;194;2,161;19;111; 1.10 
34,386;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;12/1/2025;110;252;44%;503;242;2,870;24;120; 1.09 
34,387;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;1/1/2026;121;254;48%;459;194;2,382;14;167; 1.38 
34,388;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;2/1/2026;147;255;58%;564;271;3,118;19;166; 1.13 
34,389;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;3/1/2026;134;260;52%;632;278;3,310;21;161; 1.20 
34,390;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIG;4/1/2026;111;283;39%;601;315;3,519;26;134; 1.21 
34,403;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;1/1/2025;33;209;16%;68;6;236;11;21; 0.64 
34,404;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;2/1/2025;28;214;13%;35;3;113;5;21; 0.75 
34,405;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;3/1/2025;26;222;12%;45;4;142;8;18; 0.69 
34,406;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;4/1/2025;28;216;13%;46;4;152;10;16; 0.57 
34,407;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;5/1/2025;21;219;10%;33;3;105;8;14; 0.67 
34,408;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;6/1/2025;1;222;0%;1;0;3;;; -   
34,409;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;9/1/2025;16;247;6%;36;3;119;15;8; 0.50 
34,410;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;10/1/2025;13;247;5%;30;2;96;11;9; 0.69 
34,411;GT;16;AJEMAYA SUCURSAL QUETZALTENANGO;2;1111;BIO ALOE;11/1/2025;9;248;4%;17;1;54;14;4; 0.44 
